case,session,pdf,page,parser_speaker,blind_read_label,agree,words_found,label_distance,furniture_in_paragraph,confidence,opening_words,reader_notes,checked_by_hand_afterwards
181,2005-06-01_r15,2005-06-01_r15_ORDINARIA.pdf,20,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"The exact quoted sentence is printed three times on this page (closing three consecutive declaration items), each time under the identical label ""Sr. Presidente."" Taken as the first (topmost) occurrence.",
182,2005-06-01_r15,2005-06-01_r15_ORDINARIA.pdf,20,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"Same quoted sentence appears three times on this page under the identical label ""Sr. Presidente."" each time. Taken as the second (middle, item 21) occurrence.",
183,2005-06-01_r15,2005-06-01_r15_ORDINARIA.pdf,20,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"Same quoted sentence appears three times on this page under the identical label ""Sr. Presidente."" each time. Taken as the third (item 22) occurrence.",
184,2005-08-17_r24,2005-08-17_r24_ORDINARIA.pdf,21,Sr. Menem,Sr. Menem.,yes,yes,same-paragraph,none,high,Avalo lo que dicen los colegas. Quiero recordar lo que establece el Reglamento en,Single instance on page; quoted text continues into a nested quotation of Reglamento text within the same paragraph.,
185,2005-09-07_r27,2005-09-07_r27_ORDINARIA.pdf,96,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"Same quoted sentence is printed twice on this page (closing item before 87, and closing item 87), both under ""Sr. Presidente."" Taken as the first (higher) occurrence, printed as ""Sr. Presidente."" with no space before the period.",
186,2005-09-07_r27,2005-09-07_r27_ORDINARIA.pdf,96,Sr. Presidente,Sr. Presidente .,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"Same quoted sentence is printed twice on this page; taken as the second occurrence (closing item 87, ""Pesar por víctimas del huracán Katrina""). This instance is printed with a space before the period: ""Sr. Presidente .""",
187,2005-09-21_r29,2005-09-21_r29_ORDINARIA.pdf,49,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"Same quoted sentence appears three times on this page (closing items 55, 56, 57), each under identical label ""Sr. Presidente."" Taken as the first (item 55) occurrence.",
188,2005-09-21_r29,2005-09-21_r29_ORDINARIA.pdf,49,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"Same quoted sentence appears three times on this page; taken as the second (item 56) occurrence, identical label.",
189,2005-09-21_r29,2005-09-21_r29_ORDINARIA.pdf,49,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"Same quoted sentence appears three times on this page; taken as the third (item 57) occurrence, identical label.",
190,2005-09-21_r29,2005-09-21_r29_ORDINARIA.pdf,84,Sr. Giustiniani,Sr. Giustiniani.,yes,yes,same-paragraph,none,high,Señor presidente: considero que estamos a tiempo todavía de hacer un esfuerzo para poder,Single instance on page; label directly opens the paragraph quoted.,
191,2005-11-02_r34,2005-11-02_r34_ORDINARIA.pdf,62,Sr. Presidente,Sr. Presidente .,yes,yes,same-paragraph,none,high,"Si no se hace uso de la palabra, se va a votar el pase","Quoted phrase is printed twice on this page (top of page, and again within item 171 after the Secretario's remark), both under the same label printed as ""Sr. Presidente ."" (space before period). Taken as the first (topmost) occurrence.",
192,2005-11-02_r34,2005-11-02_r34_ORDINARIA.pdf,62,Sr. Presidente,Sr. Presidente .,yes,yes,same-paragraph,none,high,"Si no se hace uso de la palabra, se va a votar el pase","Quoted phrase is printed twice on this page; taken as the second occurrence, inside item 171, following the Secretario's remark about the item being time-barred.",
193,2005-12-21_r42,2005-12-21_r42_EXTRAORDINARIA.pdf,16,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,Holgadamente. Por abrumadora mayoría; para que quede claro.,Single instance on page; label directly opens the sentence quoted.,
194,2005-12-21_r42,2005-12-21_r42_EXTRAORDINARIA.pdf,177,Sra. Negre de Alonso,Sra. Negre de Alonso.,yes,yes,same-paragraph,none,high,"Señor presidente: dejo constancia de que si no se admite ninguna otra modificación, nosotros",Single instance on page; label directly opens the paragraph quoted.,
195,2006-02-22_r45,2006-02-22_r45_EXTRAORDINARIA.pdf,63,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Terragno.,Single instance on page; label directly opens the sentence quoted.,
196,2006-03-15_r03,2006-03-15_r03_ORDINARIA.pdf,64,Sr. Presidente,Sr. Presidente .,yes,yes,same-paragraph,none,high,Queda sancionado el proyecto de ley. Se comunicará a la Honorable Cámara de Diputados.,"Single instance on page; printed with a space before the period: ""Sr. Presidente .""",
197,2006-04-05_r05,2006-04-05_r05_ORDINARIA.pdf,17,Sr. Presidente,Sr. Presidente .,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia.,"Same quoted sentence appears three times on this page (closing the unnumbered item at top, and items 32 and 33), each under the identical label ""Sr. Presidente ."" (space before period on this page throughout). Taken as the first (topmost) occurrence.",
198,2006-04-05_r05,2006-04-05_r05_ORDINARIA.pdf,17,Sr. Presidente,Sr. Presidente .,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia.,"Same quoted sentence appears three times on this page; taken as the second (item 32, subsidio instituto Neuquén) occurrence, identical label.",
199,2006-04-05_r05,2006-04-05_r05_ORDINARIA.pdf,17,Sr. Presidente,Sr. Presidente .,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia.,"Same quoted sentence appears three times on this page; taken as the third (item 33, subsidio centro de investigaciones Neuquén) occurrence, identical label.",
200,2006-04-05_r05,2006-04-05_r05_ORDINARIA.pdf,54,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,Señor presidente: estamos totalmente de acuerdo. He conversado con el senador Terragno. Sé que,Single instance on page; label directly opens the paragraph quoted.,
201,2006-04-26_r07,2006-04-26_r07_ORDINARIA.pdf,71,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda definitivamente sancionado el proyecto de ley. Se harán las comunicaciones correspondientes.,"Quote is the closing sentence of a ""Sr. Presidente."" turn on p. 71.",
202,2006-06-07_r11,2006-06-07_r11_ORDINARIA.pdf,5,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Señor presidente: he omitido mencionar dos cuestiones importantes. En primer lugar, la relativa al","Second ""Sr. Pichetto."" turn on the page opens with these exact words.",
203,2006-06-28_r13,2006-06-28_r13_ORDINARIA.pdf,24,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Senadora Quintela: exprese a viva voz su voto.,"First line on the page, under ""Sr. Presidente.""",
204,2006-07-06_r15,2006-07-06_r15_ORDINARIA.pdf,100,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Queda aprobado. En consideración el Título III, Capítulo II, artículos 11 a 13. Si","""Queda aprobado."" / ""En consideración el Título III..."" / ""Si no se hace uso..."" are consecutive unlabeled lines continuing the same ""Sr. Presidente."" turn.",
205,2006-07-12_r16,2006-07-12_r16_ORDINARIA.pdf,99,Sra. Fernández de Kirchner,Sra. Fernández de Kirchner.,yes,yes,same-paragraph,none,high,"... que el Congreso no puede conceder al Ejecutivo nacional, a las Legislaturas provinciales","Turn begins mid-sentence with ""..."" right after the stage direction ""Se retiran del recinto los señores senadores del bloque radical.""; that direction precedes but is not inside this paragraph.",
206,2006-08-09_r18,2006-08-09_r18_ORDINARIA.pdf,38,Sr. Sanz,Sr. Sanz.,yes,yes,same-paragraph,none,high,"Señor presidente: comparto el criterio del presidente de la bancada mayoritaria, pero ante cualquier",None.,
207,2006-08-16_r19,2006-08-16_r19_ORDINARIA.pdf,8,Sr. Presidente,Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,"Senador Sanz: el senador Pichetto solicita, por favor, que mencione los títulos.",None.,
208,2006-08-16_r19,2006-08-16_r19_ORDINARIA.pdf,39,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,(Aplausos y manifestaciones en las galerías),high,Queda aprobado en general.,Stage direction follows the quoted words within the same paragraph.,
209,2006-09-13_r22,2006-09-13_r22_ORDINARIA.pdf,10,Sr. Salvatori,Sr. Salvatori.,yes,yes,same-paragraph,(Risas.),high,"No quiero que esto se interprete como una capitis diminutio respecto de los contadores,","Paragraph opens ""Sr. Salvatori. — En la de Diputados. (Risas.)"" then continues directly into the quoted words.",
210,2006-09-13_r22,2006-09-13_r22_ORDINARIA.pdf,24,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda sancionado el proyecto de ley. Se comunicará a la Honorable Cámara de Diputados.,None.,
211,2006-09-27_r23,2006-09-27_r23_ORDINARIA.pdf,43,Sr. Sanz,Sr. Sanz.,yes,yes,same-paragraph,none,high,Señor presidente: creo que todos hemos sido conscientes de que las manifestaciones del señor,None.,
212,2006-11-01_r26,2006-11-01_r26_ORDINARIA.pdf,68,Sr. Rossi,Sr. Rossi.,yes,yes,same-paragraph,none,high,"Señor presidente: trataré de ser breve. De cualquier modo, solicito que se llame para",None.,
213,2006-12-13_r31,2006-12-13_r31_ORDINARIA.pdf,32,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,"Le aclaro, señor senador, que desde que está preparada su preparación en el plasma",None.,
214,2006-12-20_r32,2006-12-20_r32_ORDINARIA.pdf,45,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de las comisiones de Presupuesto, de Agricultura, Ganadería y Pesca","Paragraph immediately follows the bold section title ""32. Declaración de zona de desastre diversos departamentos de Mendoza"", which sits outside this paragraph.",
215,2007-03-01_r00,2007-03-01_r00_ASAMBLEA.pdf,7,Sr. Presidente de la Nación,Sr. Presidente de la Nación.,yes,yes,previous-page,none,high,El crecimiento económico se produce en el marco de una solidez en las cuentas,"Label printed on p. 5 opens the presidential address; no new bold label appears on pp. 5-7, only ""(Aplausos.)"" stage directions, so it carries forward to the quote on p. 7.",
216,2007-03-01_r00,2007-03-01_r00_ASAMBLEA.pdf,26,Sr. Presidente de la Nación,Sr. Presidente de la Nación.,yes,yes,previous-page,none,high,"Este documento, que se inspira en nuestra inmensa tragedia, es el primer instrumento jurídico","Checked pages 5, 6, 7, 15, 20, 25 and 26 of the run; no new bold speaker label appears anywhere in the 22-page span, only ""(Aplausos.)"" and ""(Manifestaciones en las galerías.)"" stage directions, so the p.5 label still governs the quote on p.26.",
217,2007-04-25_r05,2007-04-25_r05_ORDINARIA.pdf,29,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Continúa en el uso de la palabra el señor senador Guinle.,None.,
218,2007-05-02_r06,2007-05-02_r06_ORDINARIA.pdf,9,Sr. Martínez,Sr. Martínez.,yes,yes,same-paragraph,none,high,El ministro del Interior...,"The turn is cut off mid-sentence by the next speaker's label (""Sr. Presidente. — Adelante, senador.""), but the quoted words themselves sit directly under ""Sr. Martínez.""",
219,2007-06-27_r09,2007-06-27_r09_ORDINARIA.pdf,23,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,Se aclara que se aprueba por unanimidad.,None.,
220,2007-08-08_r11,2007-08-08_r11_ORDINARIA.pdf,18,Sra. Giri,Sra. Giri.,yes,yes,same-paragraph,none,medium,Afirmativo.,"Ambiguous: ""Sra. Giri. — Afirmativo."" is printed twice on this page, once under item 5 (Protección del espacio aéreo) and once under item 6 (fibras de asbesto), both identically worded and both under the same label. Reporting the first (higher) occurrence.",
221,2007-08-08_r11,2007-08-08_r11_ORDINARIA.pdf,18,Sra. Giri,Sra. Giri.,yes,yes,same-paragraph,none,medium,Afirmativo.,"Ambiguous: same as case 220 — ""Sra. Giri. — Afirmativo."" is printed twice on this page under identical circumstances. Reporting the second (lower) occurrence.",
222,2007-08-08_r11,2007-08-08_r11_ORDINARIA.pdf,23,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,No sé si por la autoridad que invisten los dos funcionarios podrían venir al,None.,
223,2007-08-08_r11,2007-08-08_r11_ORDINARIA.pdf,46,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Economía Nacional e Inversión en el,None.,
224,2007-08-22_r12,2007-08-22_r12_ORDINARIA.pdf,40,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Rossi.,None.,
225,2007-11-21_r15,2007-11-21_r15_ORDINARIA.pdf,15,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,"Si hay asentimiento, así se hará.","The italicized stage direction ""— Asentimiento."" follows on its own line right after, but is a separate paragraph, not inside this one.",
226,2007-11-21_r15,2007-11-21_r15_ORDINARIA.pdf,15,Sra. Escudero,Sra. Escudero.,yes,yes,same-paragraph,none,medium,"Empezamos leyendo, artículo por artículo. Respecto del artículo 1E, me han hecho llegar algunas","Only ""Empezamos leyendo, artículo por artículo."" is visible on this page (last line); the rest of the quoted phrase (""Respecto del artículo 1E..."") continues past the page break onto a page not supplied. The visible part is the start of the paragraph opened by this label.",
227,2007-11-28_r18,2007-11-28_r18_ORDINARIA.pdf,31,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,Queda sancionado el proyecto de ley. Se comunicará a la Cámara de Diputados.,none,
228,2007-12-05_r19,2007-12-05_r19_ORDINARIA.pdf,47,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Gómez Diez.,No parenthetical name printed on this instance of the label.,
229,2007-12-12_r20,2007-12-12_r20_ORDINARIA.pdf,9,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Si así no lo hiciéreis, Dios y la Patria os lo demanden.","Paragraph ends with ""(Aplausos.)"" immediately after the quoted words, but that is a stage direction, not page furniture.",
230,2007-12-12_r20,2007-12-12_r20_ORDINARIA.pdf,20,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Senadora Perceval: ¿quería hablar?,none,
231,2007-12-19_r21,2007-12-19_r21_ORDINARIA.pdf,35,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Para una aclaración, tiene la palabra el señor Fuentes.",none,
232,2007-12-19_r21,2007-12-19_r21_ORDINARIA.pdf,95,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,"Asimismo, se encuentran reservados en mesa un proyecto de declaración del senador Cabanchik y",none,
233,2007-12-26_r22,2007-12-26_r22_ORDINARIA.pdf,13,Sr. Guinle,Sr. Guinle.,yes,yes,same-paragraph,none,high,Señor presidente: quiero hacer una mención a algo que no debo dejar pasar por,none,
234,2007-12-26_r22,2007-12-26_r22_ORDINARIA.pdf,16,Sr. Massoni,Sr. Massoni.,yes,yes,same-paragraph,none,high,"Sí, señor presidente; guarda relación.",none,
235,2008-03-26_r03,2008-03-26_r03_ORDINARIA.pdf,27,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Perdón, señor senador Rodríguez Saá. El señor senador Basualdo le está solicitando una interrupción.",none,
236,2008-04-30_r06,2008-04-30_r06_INFORMATIVA_ESPECIAL.pdf,47,Sr. Jefe de Gabinete,Sr. Jefe de Gabinete.,yes,yes,same-paragraph,none,high,Le quiero decir al señor senador Rodríguez Saá que yo no otorgo audiencias. El,"This exact speaker appears on the page under two label forms: ""Sr. Jefe de Gabinete de Ministros."" earlier, and the shorter ""Sr. Jefe de Gabinete."" for the paragraph that actually contains the quoted words.",
237,2008-05-14_r07,2008-05-14_r07_ORDINARIA.pdf,35,Sr. Sanz,Sr. Sanz.,yes,yes,same-paragraph,none,high,Son dos votaciones.,none,
238,2008-05-21_r08,2008-05-21_r08_ORDINARIA.pdf,31,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,Resultan 38 votos por la afirmativa y 17 por la negativa. —,none,
239,2008-05-21_r08,2008-05-21_r08_ORDINARIA.pdf,34,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Señora senadora: el senador Marín le pide una interrupción.,none,
240,2008-05-21_r08,2008-05-21_r08_ORDINARIA.pdf,42,Sr. Marín,Sr. Marín.,yes,yes,same-paragraph,none,high,"Señor presidente: tanto el expediente CD 21/08 como el CD 22/08, tienen una relación",none,
241,2008-07-16_r11,2008-07-16_r11_ORDINARIA.pdf,4,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora Negre de Alonso.,none,
242,2008-08-06_r12,2008-08-06_r12_ORDINARIA.pdf,36,Sra. Escudero,Sra. Escudero.,yes,yes,same-paragraph,none,high,"Este es un proyecto de resolución sólo del Senado. Seguramente, después habrá otro proyecto",none,
243,2008-09-03_r14,2008-09-03_r14_ORDINARIA.pdf,142,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,"Entonces, las dos formas de votar que han manifestado la senadora Escudero y la",none,
244,2008-09-10_r15,2008-09-10_r15_ORDINARIA.pdf,51,Sra. Escudero,Sra. Escudero.,yes,yes,same-paragraph,none,high,"Señor presidente: apoyo lo expresado por la señora senadora Fellner y, en ese sentido,",none,
245,2008-10-01_r17,2008-10-01_r17_ORDINARIA.pdf,71,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"No dialoguen, por favor.",none,
246,2008-10-01_r17,2008-10-01_r17_ORDINARIA.pdf,109,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Corresponde considerar la preferencia solicitada, con despacho de comisión. —",none,
247,2008-10-22_r18,2008-10-22_r18_ORDINARIA.pdf,35,Sr. Secretario,Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,(Estrada Resultan 33 votos afirmativos y 13 negativos. Se supera la mayoría de dos,none,
248,2008-11-05_r19,2008-11-05_r19_ORDINARIA.pdf,16,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Pichetto.,none,
249,2008-11-05_r19,2008-11-05_r19_ORDINARIA.pdf,114,Sra. Corregido,Sra. Corregido.,yes,yes,same-paragraph,none,high,"Señor presidente: en los artículos 72, 74 y 75 voto negativamente.",none,
250,2008-11-20_r20,2008-11-20_r20_ORDINARIA.pdf,84,Sr. Pérez Alsina,Sr. Pérez Alsina.,yes,yes,same-paragraph,none,high,"Vuelvo a aclarar. No hablo del gobierno actual, sino que, como Estado, estamos siendo",none,
251,2008-11-20_r20,2008-11-20_r20_ORDINARIA.pdf,135,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,Señor presidente: efectuaré una última reflexión sobre el tema de la libertad y de,"Quote opens the paragraph immediately after the label, following an interruption exchange (Guinle) and the president's ""Continúa en el uso de la palabra"" line.",
252,2008-12-10_r22,2008-12-10_r22_ORDINARIA.pdf,28,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,Está ordenada.,none,
253,2008-12-18_r24,2008-12-18_r24_ORDINARIA.pdf,89,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Señor presidente: creo que ya se había llegado a un nivel de consenso, pero",none,
254,2008-12-18_r24,2008-12-18_r24_ORDINARIA.pdf,91,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Aprobado. Si no se hace uso de la palabra, se va a votar.","The phrase ""Si no se hace uso de la palabra, se va a votar."" recurs several times on this page under ""Sr. Presidente."" without ""Aprobado."" attached; the exact combined quote ""Aprobado. Si no se hace uso de la palabra, se va a votar."" occurs only once, right after the article-40 abstention vote.",
255,2009-03-01_r00,2009-03-01_r00_ASAMBLEA.pdf,14,Sra. Presidenta de la Nación,Sra. Presidenta de la Nación.,yes,yes,previous-page,none,high,El cambio definitivo de esto es una vieja deuda de la democracia.,"Label printed only on page 6 (first image); the turn runs uninterrupted, through several ""(Aplausos.)"" markers, to page 14 where the quote appears. No new bold label intervenes anywhere in the 9 pages supplied.",
256,2009-03-04_r02,2009-03-04_r02_ORDINARIA.pdf,11,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Aprobado. En consideración en general. Si no se hace uso de la palabra, se",none,
257,2009-03-04_r02,2009-03-04_r02_ORDINARIA.pdf,42,Sr. Presidente (Marín),Sr. Presidente (Marín).,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora por San Luis.,none,
258,2009-05-13_r05,2009-05-13_r05_ORDINARIA.pdf,12,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Sí, tiene orden del día. Otro proyecto para incorporar al plan de labor es",none,
259,2009-05-13_r05,2009-05-13_r05_ORDINARIA.pdf,37,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Aprobado. Se va a votar en general y en particular.,"A second, unrelated ""Sr. Presidente.— Aprobado."" appears later on the same page (a different vote, not followed by ""Se va a votar en general y en particular""), so no genuine ambiguity.",
260,2009-07-08_r06,2009-07-08_r06_ORDINARIA.pdf,5,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Pichetto.,none,
261,2009-07-08_r06,2009-07-08_r06_ORDINARIA.pdf,23,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,¿De qué se trata?,none,
262,2009-07-08_r06,2009-07-08_r06_ORDINARIA.pdf,53,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Señor presidente: no dudo de lo que dice el senador Petcoff Naidenoff, pero se",none,
263,2009-08-05_r07,2009-08-05_r07_ORDINARIA.pdf,37,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,Tiene la palabra el senador Giustiniani.,none,
264,2009-08-20_r08,2009-08-20_r08_ORDINARIA.pdf,55,Sr. Guinle,Sr. Guinle.,yes,yes,same-paragraph,none,high,Señor presidente: he escuchado con suma atención los conceptos que se han ido vertiendo,none,
265,2009-09-09_r11,2009-09-09_r11_INFORMATIVA_ESPECIAL.pdf,53,Sr. Jefe de Gabinete de Ministros,Sr. Jefe de Gabinete de Ministros.,yes,yes,same-paragraph,none,high,"Señor presidente: quiero contestar sin ""agachadas"". A lo mejor no fui lo suficientemente claro.",none,
266,2009-10-09_r13,2009-10-09_r13_ESPECIAL.pdf,68,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el senador Pérez Alsina.,none,
267,2009-10-09_r13,2009-10-09_r13_ESPECIAL.pdf,171,Sr. Morales,Sr. Morales.,yes,yes,same-paragraph,none,high,"En el 18, planteamos que la Presidencia de la Comisión Bicameral tiene que ser",none,
268,2009-10-09_r13,2009-10-09_r13_ESPECIAL.pdf,185,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,"Se registran 53 votos por la afirmativa, y 16 por la negativa.",none,
269,2009-11-18_r17,2009-11-18_r17_ORDINARIA.pdf,18,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,"Si no se hace uso de la palabra, se va a votar el pedido","On this page the separator printed after the label renders as "")"" rather than an em dash (an apparent print/scan artifact affecting this whole page); the label text itself is transcribed as printed, excluding that separator glyph.",
270,2009-11-18_r17,2009-11-18_r17_ORDINARIA.pdf,47,Sr. Presidente (Maríno),Sr. Presidente (Maríno).,yes,yes,same-paragraph,none,high,La señora senadora Riofrío le solicita una interrupción.,"This page prints the name with an accent (""Maríno"") in the first two occurrences of the label (including the one governing this quote), then without the accent (""Marino"") in three later occurrences further down the same page. Transcribed exactly as printed for the occurrence that governs the quoted words.",
271,2009-11-25_r18,2009-11-25_r18_ORDINARIA.pdf,41,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda definitivamente sancionado el proyecto de ley. Se harán las comunicaciones correspondientes.,none,
272,2009-11-25_r18,2009-11-25_r18_ORDINARIA.pdf,46,Sr. Morales,Sr. Morales.,yes,yes,previous-page,none,high,", concentración de recursos para el gobierno nacional, autorización para el crédito y si","Label printed on page 45 (first image); the paragraph runs continuously across the page break to page 46, where the quoted words appear, with no new label intervening.",
273,2009-11-25_r18,2009-11-25_r18_ORDINARIA.pdf,90,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora Perceval.,none,
274,2009-12-02_r20,2009-12-02_r20_ORDINARIA.pdf,120,Sra. Quintela,Sra. Quintela.,yes,yes,same-paragraph,none,high,Pido la palabra.,none,
275,2010-02-24_r01,2010-02-24_r01_PREPARATORIA.pdf,3,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Conforme con lo que establece el artículo 10 del Reglamento de esta Honorable Cámara,",none,
276,2010-02-24_r01,2010-02-24_r01_PREPARATORIA.pdf,8,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Que se lea, presidente...",Quote opens the paragraph immediately after the label.,
277,2010-05-05_r08,2010-05-05_r08_ORDINARIA.pdf,127,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,medium,Tiene la palabra la señora senadora Morandini.,"The exact words ""Tiene la palabra la señora senadora Morandini."" are printed twice on this page (before Morales/Mayans/Pichetto's interruption exchange, and again after it), each time under a ""Sr. Presidente."" label. Both occurrences carry the identical label, but flagging as ambiguous per instructions since the same words repeat under (technically) two separate paragraph instances.",
278,2010-05-05_r08,2010-05-05_r08_ORDINARIA.pdf,127,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,medium,Tiene la palabra la señora senadora Morandini.,"Same as case 277 — identical quoted words appear twice on this page, both times under ""Sr. Presidente.""; reporting the second (later) instance for this case, though both instances carry the same label text.",
279,2010-06-02_r11,2010-06-02_r11_INFORMATIVA_ESPECIAL.pdf,25,Sr. jefe de Gabinete de Ministros,Sr. jefe de Gabinete de Ministros.,yes,yes,same-paragraph,none,high,"Señor presidente: tenemos un problema con el almanaque, porque si fue hace 12 meses",None.,
280,2010-06-02_r11,2010-06-02_r11_INFORMATIVA_ESPECIAL.pdf,51,Sr. jefe de Gabinete de Ministros,Sr. jefe de Gabinete de Ministros.,yes,yes,same-paragraph,none,high,No; a mí no me llegó la expresión del gobernador de Mendoza. No estoy,None.,
281,2010-06-09_r12,2010-06-09_r12_ORDINARIA.pdf,15,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el senador Giustiniani.,None.,
282,2010-06-09_r12,2010-06-09_r12_ORDINARIA.pdf,35,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Marino.,None.,
283,2010-06-09_r12,2010-06-09_r12_ORDINARIA.pdf,36,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,Afirmativo.,"Preceded by ""Sr. Presidente. – Senador Pichetto: sírvase manifestar su voto a viva voz.""",
284,2010-06-30_r13,2010-06-30_r13_ORDINARIA.pdf,16,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Pichetto.,None.,
