case,session,pdf,page,parser_speaker,blind_read_label,agree,words_found,label_distance,furniture_in_paragraph,confidence,opening_words,reader_notes
176,2014-09-17_r14,2014-09-17_r14_ORDINARIA.pdf,44,Sr. Fernández,Sr. Fernández.-,yes,yes,same-paragraph,none,medium,Pido la palabra.,"""Pido la palabra."" appears twice on page 44 (Sr. Fernández and, lower down, Sra. Negre de Alonso); also once on page 43 (Sr. Morales, different context). Cases 176 and 177 share an identical case description, so I assigned this to the first (upper) occurrence on page 44 in reading order; cannot confirm from the case list alone which occurrence each case number is meant to target."
177,2014-09-17_r14,2014-09-17_r14_ORDINARIA.pdf,44,Sra. Negre de Alonso,Sra. Negre de Alonso.-,yes,yes,same-paragraph,none,medium,Pido la palabra.,"""Pido la palabra."" appears twice on page 44 (Sr. Fernández, then lower down Sra. Negre de Alonso). Assigned this case to the second (lower) occurrence since case 176 was assigned to the first; the case list does not distinguish which occurrence maps to which case number."
178,2014-12-17_r22,2014-12-17_r22_ORDINARIA.pdf,79,Sr. Presidente,Sr. Presidente.-,yes,yes,same-paragraph,none,high,Senador Godoy.,"Exact match, single occurrence on page 79."
179,2014-12-17_r22,2014-12-17_r22_ORDINARIA.pdf,81,Sr. Morales,Sr. Morales.-,yes,yes,same-paragraph,none,high,Con menos de 48 votos se rechaza. No tiene que opinar el secretario.,"Exact match, single occurrence on page 81."
180,2014-12-29_r23,2014-12-29_r23_ESPECIAL.pdf,18,Sr. Presidente,Sr. Presidente.-,yes,yes,same-paragraph,none,high,"Gracias, senador Rozas. Senadora Negre: tiene el uso de la palabra.","Quote spans the labeled line (""Gracias, senador Rozas."") plus the following unlabeled short paragraph (""Senadora Negre: tiene el uso de la palabra."") which is a continuation of the same Presidente turn, on page 18."
181,2015-03-01_r00,2015-03-01_r00_ASAMBLEA.pdf,22,Sra. Presidenta de la Nación,"Sra. Presidenta de la Nación.- Gracias, presidente.",yes,yes,earlier-page,none,high,No hay que estar nunca distraído; jamás. Néstor nunca estaba distraído. ¿Con cuántos productos,Speech by the president of the Nation begins on page 7 with the label and runs unbroken (no intervening labels) through pages 21-22 where the quoted words appear.
182,2015-03-01_r00,2015-03-01_r00_ASAMBLEA.pdf,44,Sra. Presidenta de la Nación,"Sra. Presidenta de la Nación.- No, no me cambies de tema",yes,yes,earlier-page,none,high,"Yo quiero sumarles a los 85 muertos de la AMIA, los 29 muertos de","The label on page 35 (mid-speech, after a stenographer note about Julián Domínguez speaking off-mic) is the last label before the quoted words on page 44; no intervening label appears on page 43."
183,2015-05-27_r04,2015-05-27_r04_ORDINARIA.pdf,45,Sr. Presidente,Sr. Presidente.-,yes,yes,same-paragraph,none,high,Tiene la palabra la senadora de la Rosa.,"""Tiene la palabra la senadora de la Rosa."" is the last sentence of the Sr. Presidente turn on page 45, immediately followed by Sra. de la Rosa's own turn."
184,2015-05-27_r04,2015-05-27_r04_ORDINARIA.pdf,104,Sr. Urtubey,Sr. Urtubey.-,yes,yes,same-paragraph,none,high,Hay un tema de tipo legislativo. No podemos suprimir ese artículo porque estamos hablando,"Quoted words open the Sr. Urtubey turn on page 104, right after Sr. Presidente gives him the floor."
185,2015-07-01_r05,2015-07-01_r05_ORDINARIA.pdf,13,Sr. Presidente,Sr. Presidente. –,yes,yes,same-paragraph,none,high,Queda abierta la sesión.,"A stenographer date/place note (""En la Ciudad Autónoma de Buenos Aires, a las 15 y 12..."") precedes the label as a separate line, not inside the quoted paragraph itself."
186,2015-07-16_r00,2015-07-16_r00_REUNION_CONJ_AMBAS_CAMARAS.pdf,13,Sr. Presidente del Estado Plurinacional de Bolivia,Sr. Presidente del Estado Plurinacional de Bolivia.- Muchas gracias.,yes,yes,earlier-page,none,high,"Estamos convencidos de que en esta demanda, con el apoyo de casi todo el",President Evo Morales's speech starts on page 7 and continues unbroken through pages 12-13 where the quoted words appear.
187,2015-07-29_r06,2015-07-29_r06_ORDINARIA.pdf,15,Sr. Secretario (Estrada),Sr. Secretario (Estrada).-,yes,yes,same-paragraph,none,high,"Órdenes del día 395, 396, 403 a 407, 411 a 421, 457, 458, 460",The list of order-of-the-day numbers is read directly by the secretary; quoted words open that same turn on page 15.
188,2015-08-26_r07,2015-08-26_r07_ORDINARIA.pdf,43,Sr. Presidente,Sr. Presidente.-,yes,yes,same-paragraph,none,high,"Por favor, la senadora está leyendo el proyecto.","Short interjection turn on page 43, sandwiched between a stenographer note about Sra. Fellner gesturing and Sra. Montero's continued reading."
189,2015-08-26_r07,2015-08-26_r07_ORDINARIA.pdf,58,Sr. Pichetto,Sr. Pichetto.-,yes,yes,same-paragraph,none,high,Pongo en conocimiento de todos los bloques que vamos a sesionar el día 9,"Quoted words open the Sr. Pichetto turn on page 58 under section heading ""23. Manifestaciones.""; heading is a separate preceding line, not inside the paragraph."
190,2015-09-16_r08,2015-09-16_r08_ORDINARIA.pdf,65,Sr. Abal Medina,Sr. Abal Medina.-,yes,yes,same-paragraph,none,high,"La única modificación es en el artículo 16, que incorpora un inciso c) con","Quoted words open the Sr. Abal Medina turn on page 65, answering Sr. Presidente's question about the modification."
191,2015-10-07_r09,2015-10-07_r09_ORDINARIA.pdf,22,Sr. Presidente,Sr. Presidente.-,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Relaciones Exteriores y Culto en el,"Quoted words open the Sr. Presidente turn on page 22, right after section heading ""12. Declaración de Orden Público...""; heading is a separate preceding line, not inside the paragraph."
192,2015-10-28_r10,2015-10-28_r10_ORDINARIA.pdf,11,Sr. Pichetto,Sr. Pichetto.-,yes,yes,same-paragraph,none,high,Es tácito…,"Short interjection ""Es tácito…"" on page 11 amid a rapid back-and-forth between Rodríguez Saá, Pichetto, and the Presidente."
193,2016-03-01_r00,2016-03-01_r00_ASAMBLEA.pdf,11,Sra. Presidente,Sra. Presidente.-,yes,yes,same-paragraph,none,high,"Silencio, por favor.","Vice President (Senate presiding officer) interjects ""Silencio, por favor."" mid-speech; label opens the same line as the quote. The speech itself is by ""Sr. Presidente de la Nación."" on adjacent lines but does not govern this quote."
194,2016-03-01_r00,2016-03-01_r00_ASAMBLEA.pdf,16,Sr. Presidente de la Nación,Sr. Presidente de la Nación.-,yes,yes,earlier-page,none,high,Ha habido un gran consenso en que no podemos seguir votando como lo hicimos,"Page 16 is unbroken continuation of the President's speech begun on page 15 with no intervening label; last label found is ""Sr. Presidente de la Nación.-"" on page 15."
195,2016-03-09_r02,2016-03-09_r02_ORDINARIA.pdf,13,Sr. Pichetto,Sr. Pichetto.-,yes,yes,same-paragraph,none,high,Que no se lea…,"Clean match, label directly opens the quoted line."
196,2016-03-30_r03,2016-03-30_r03_ESPECIAL.pdf,27,Sra. Presidente,Sra. Presidente.-,yes,yes,same-paragraph,none,high,"Gracias, senador Linares. Voy a manifestarles que, dado que tenemos conformación de interbloques y","Clean match on page 27, label directly opens the quoted line."
197,2016-09-21_r14,2016-09-21_r14_ESPECIAL.pdf,47,Sra. Crexell,Sra. Crexell.-,yes,yes,same-paragraph,none,high,"En general, negativo.",Clean match; short exchange amid roll-call voting.
198,2016-09-21_r14,2016-09-21_r14_ESPECIAL.pdf,48,Sr. Secretario (Tunessi),Sr. Secretario (Tunessi).-,yes,yes,same-paragraph,none,high,"Afirmativos, 48 votos; negativos, 12 votos; abstenciones, cero votos, para los artículos 5º, 6º,","Clean match, label directly opens the quoted line reporting the vote tally."
199,2016-10-19_r16,2016-10-19_r16_ORDINARIA.pdf,50,Sr. Petcoff Naidenoff,Sr. Petcoff Naidenoff.-,yes,yes,same-paragraph,none,high,Señor presidente: el proyecto que hoy estamos tratando tiene mucho que ver con la,"Clean match, label directly opens the quoted line."
200,2016-11-02_r17,2016-11-02_r17_ORDINARIA.pdf,108,Sr. Presidente (Pinedo),Sr. Presidente (Pinedo).-,yes,yes,same-paragraph,none,high,"Corresponde votar el tratamiento sobre tablas. Si no se hace uso de la palabra,","Clean match, label directly opens the quoted line."
201,2016-11-23_r19,2016-11-23_r19_ORDINARIA.pdf,18,Sra. Crexell,Sra. Crexell.-,yes,yes,same-paragraph,none,high,Vamos a pedir después el tratamiento sobre tablas del proyecto de comunicación.,"Clean match, label directly opens the quoted line."
202,2016-11-23_r19,2016-11-23_r19_ORDINARIA.pdf,24,Sr. Secretario (Tunessi),Sr. Secretario (Tunessi).-,yes,yes,same-paragraph,none,high,"Órdenes del día números: 583, por el que se modifica el artículo124 de la","Clean match, label directly opens the long list-reading paragraph containing the quote."
203,2016-11-30_r20,2016-11-30_r20_ORDINARIA.pdf,138,Sra. Presidente,Sra. Presidente.-,yes,yes,same-paragraph,none,high,"Ahora vamos a ir artículo por artículo, y van a plantear las modificaciones. Va","Clean match at top of page 138, label directly opens the quoted line."
204,2016-12-21_r22,2016-12-21_r22_EXTRAORDINARIA.pdf,63,Sra. Rodríguez Machado,Sra. Rodríguez Machado.-,yes,yes,same-paragraph,none,high,"Sí, senadora. Yo, lo que solicito, si les parece, son dos modificaciones más en","Quote spans the short reply ""Sí, senadora."" and the following indented continuation sentence, both part of the same uninterrupted turn by this speaker; no other label intervenes."
205,2017-03-29_r02,2017-03-29_r02_ORDINARIA.pdf,39,Sra. Presidente,Sra. Presidente.-,yes,yes,same-paragraph,none,high,Tiene la palabra el senador Luenzo.,"Clean match; label and quoted words open the same line/paragraph starting section ""15. Cuestión de privilegio""."
206,2017-03-29_r02,2017-03-29_r02_ORDINARIA.pdf,88,Sr. Presidente (Pinedo),Sr. Presidente (Pinedo).-,yes,yes,same-paragraph,none,high,"Muchas gracias, señor senador.","Clean match, unambiguous."
207,2017-04-25_r04,2017-04-25_r04_INFORMATIVA_ESPECIAL.pdf,53,Sr. Linares,Sr. Linares.-,yes,yes,same-paragraph,none,high,"Gracias, presidenta. Señor ministro: la verdad es que este ejercicio de continuidad de conversaciones","Quoted text spans a paragraph break (""Gracias, presidenta."" ends one line, ""Señor ministro: la verdad es..."" begins an indented continuation paragraph of the same turn); the label itself directly precedes the first part of the quote."
208,2017-05-31_r07,2017-05-31_r07_ORDINARIA.pdf,26,Sr. Secretario (Tunessi),Sr. Secretario (Tunessi).-,yes,yes,same-paragraph,none,high,Mensajes que solicitan acuerdo para designar: juez del Juzgado Nacional de Primera Instancia en,"Section heading ""7. Asuntos entrados. Mensajes solicitando acuerdos"" sits above the paragraph, not inside it."
209,2017-05-31_r07,2017-05-31_r07_ORDINARIA.pdf,28,Sra. Presidente,Sra. Presidente.-,yes,yes,same-paragraph,none,high,"Sí, tenemos los dos tercios. Para una moción, tiene la palabra el senador Cobos.","Clean match, unambiguous."
210,2017-05-31_r07,2017-05-31_r07_ORDINARIA.pdf,54,Sr. Presidente (Pinedo),Sr. Presidente (Pinedo).-,yes,yes,same-paragraph,none,high,Corresponde autorizar las inserciones y las abstenciones.,"Clean match, unambiguous."
211,2017-06-28_r08,2017-06-28_r08_INFORMATIVA_ESPECIAL.pdf,15,Sra. Presidente,Sra. Presidente.-,yes,yes,same-paragraph,none,high,"Gracias, senadora Durango. Tiene la palabra la senadora Beatriz Mirkin.","Clean match, unambiguous."
212,2017-07-12_r09,2017-07-12_r09_ESPECIAL.pdf,11,Sr. Presidente (Pinedo),Sr. Presidente (Pinedo).-,yes,yes,same-paragraph,none,high,Tiene la palabra el senador Urtubey.,"Clean match, unambiguous; preceding text on both pages is a long unlabeled list of ""Solicitud de acuerdo..."" items but the quoted words themselves sit right after the label."
213,2017-08-23_r10,2017-08-23_r10_ORDINARIA.pdf,56,Sra. Elías de Perez,Sra. Elías de Perez.-,yes,yes,same-paragraph,none,high,Señora presidente: por supuesto que sostenemos la idea de que es necesario aumentar sostenidamente,"Clean match, unambiguous."
214,2017-08-23_r10,2017-08-23_r10_ORDINARIA.pdf,79,Sr. Secretario (Tunessi),Sr. Secretario (Tunessi).-,yes,yes,same-paragraph,none,high,Ya está habilitado. ¿Para qué la Cámara en comisión?,"Clean match, unambiguous."
215,2017-11-29_r18,2017-11-29_r18_ORDINARIA.pdf,132,Sr. Petcoff Naidenoff,Sr. Petcoff Naidenoff.-,yes,yes,same-paragraph,none,high,Presidente: la Argentina es compleja y creo que a lo largo de este debate,"Preceding line ""Senador Naidenoff, tiene el cierre."" (spoken by Sr. Presidente (Pinedo)) introduces the turn, but the actual governing label printed immediately before the quoted words is Sr. Petcoff Naidenoff."
216,2017-11-29_r18,2017-11-29_r18_ORDINARIA.pdf,147,Sr. Presidente (Pinedo),Sr. Presidente (Pinedo).-,yes,yes,same-paragraph,none,high,No le haga caso.,"Short interjection; followed in the same line by stenographer note ""(Risas.)"", which is not page apparatus."
217,2018-04-18_r03,2018-04-18_r03_ORDINARIA.pdf,26,Sra. Odarda,Sra. Odarda.-,yes,yes,same-paragraph,none,high,Usted me va a decir si va al final o no. Es solamente un,"Clear scan, quote matches exactly the start of Sra. Odarda's turn on page 26."
218,2018-04-18_r03,2018-04-18_r03_ORDINARIA.pdf,26,Sra. Presidente,Sra. Presidente.-,yes,yes,same-paragraph,none,high,"Va a ir al final, entonces.","Clear scan, quote is the entire turn ""Va a ir al final, entonces."" on page 26."
219,2018-04-25_r04,2018-04-25_r04_ESPECIAL.pdf,58,Sra. Presidente,Sra. Presidente.-,yes,yes,same-paragraph,none,high,"De nada. Vamos a votar la moción de orden, pero la vamos a votar","Clear scan, quote begins the turn on page 58."
220,2018-04-25_r05,2018-04-25_r05_INFORMATIVA_ESPECIAL.pdf,34,Sra. Presidente,Sra. Presidente.-,yes,yes,same-paragraph,none,high,"Muchas gracias. Entonces, ahora sí, veinticinco minutos para el Frente para la Victoria y","Clear scan, quote begins the turn on page 34."
221,2018-05-30_r06,2018-05-30_r06_ESPECIAL.pdf,15,Sra. Presidente,Sra. Presidente.-,yes,yes,same-paragraph,none,high,"Ahora, sí, se va a votar en general y en particular en una sola","Clear scan, quote begins the turn on page 15; this paragraph is set with slightly wider line spacing than the rest of the page but is a normal speech paragraph, not apparatus."
222,2018-07-04_r09,2018-07-04_r09_ORDINARIA.pdf,11,Sra. Presidente,Sra. Presidente.-,yes,yes,same-paragraph,none,high,Tiene la palabra la senadora Fernández Sagasti.,"Clear scan. The exact phrase ""Tiene la palabra la senadora Fernández Sagasti."" appears once as its own full turn on page 11; a similar but non-identical phrase (""Entonces, tiene la palabra la senadora Fernández Sagasti, primero."") appears a few lines later under the same speaker label, so not a true duplicate of the quoted words."
223,2018-08-08_r10,2018-08-08_r10_ESPECIAL.pdf,47,Sra. Presidente,Sra. Presidente.-,yes,yes,same-paragraph,none,high,"Muchas gracias a usted, senadora. Tiene la palabra el senador Ojeda.","Clear scan, quote begins the turn on page 47."
224,2018-08-08_r10,2018-08-08_r10_ESPECIAL.pdf,61,Sra. Mirkin,Sra. Mirkin.-,yes,yes,same-paragraph,none,high,"Buenas tardes, señora presidenta: muchas gracias por otorgarme el uso de la palabra. La","Clear scan, quote begins the turn on page 61; immediately preceding line ""Tiene la palabra la senadora Mirkin."" is part of the prior Sra. Presidente turn, not the governing label."
225,2018-08-08_r10,2018-08-08_r10_ESPECIAL.pdf,161,Sr. Castillo,Sr. Castillo.-,yes,yes,same-paragraph,none,high,"La ley de matrimonio igualitario –lo dije acá, en este recinto–, ¿saben cómo fue?","Clear scan, quote begins the turn on page 161; Sr. Castillo's speech continues from page 160 but the quoted sentence itself starts a fresh paragraph under his own label on page 161."
226,2018-08-22_r13,2018-08-22_r13_ESPECIAL.pdf,86,Sr. Pais,Sr. Pais.-,yes,yes,same-paragraph,none,high,"Porque, en el primer artículo, hay acuerdo general. Le puedo asegurar que va a","Clear scan, quote begins the turn on page 86."
227,2018-10-10_r16,2018-10-10_r16_ORDINARIA.pdf,94,Sra. Kunath,Sra. Kunath.-,yes,yes,same-paragraph,none,high,Señor presidente: quiero pedir tratamiento preferencial para un proyecto de mi autoría. Es el,"Clear scan, quote begins the turn on page 94."
228,2018-12-19_r20,2018-12-19_r20_EXTRAORDINARIA.pdf,14,Sra. Mirkin,Sra. Mirkin.-,yes,yes,same-paragraph,none,high,Es para plantear una cuestión de privilegio.,"Clear scan, quote is the entire turn on page 14, directly below the section heading ""9. Cuestión de privilegio planteada por la señora senadora Mirkin"" and the preceding ""Sra. Presidente.- Senadora Mirkin."" line; heading is a separate line, not inside the paragraph."
229,2019-03-01_r00,2019-03-01_r00_ASAMBLEA.pdf,12,Sr. Presidente de la Nación,Sr. Presidente de la Nación.-,yes,yes,earlier-page,none,high,Es un acto despreciable; y la violación a una niña es doblemente despreciable.,"Quote is mid-speech on page 12, no new label between it and the last label on page 11; the long speech carries no label on page 12 until after the quote."
230,2019-03-27_r04,2019-03-27_r04_INFORMATIVA_ESPECIAL.pdf,57,Sr. Presidente (Pinedo),Sr. Presidente (Pinedo).-,yes,yes,same-paragraph,none,high,"No dialoguen, senadores. Continúe, senador Naidenoff.",Label directly opens the paragraph containing the quoted words on page 57.
231,2019-04-16_r05,2019-04-16_r05_ESPECIAL.pdf,25,Sra. Presidente (Michetti),Sra. Presidente (Michetti).-,yes,yes,same-paragraph,none,high,"Gracias, senador. Pasa a la Comisión de Asuntos Constitucionales.","""Gracias, senador."" and ""Pasa a la Comisión de Asuntos Constitucionales."" are both part of the same labeled turn on page 25, the second sentence simply starts a new indented line within the same speaker's turn."
232,2019-04-16_r05,2019-04-16_r05_ESPECIAL.pdf,31,Sr. Fuentes,Sr. Fuentes.-,yes,yes,same-paragraph,none,high,"No, mi amigo. Es lo que tengo. Vamos a tener que improvisar. Discúlpeme. Le",Exact match on page 31.
233,2019-04-16_r05,2019-04-16_r05_ESPECIAL.pdf,64,Sr. Mera,Sr. Mera.-,yes,yes,same-paragraph,none,high,"Gracias, senador. Simplemente, sobre dos de las observaciones que ha hecho la senadora Fiore,",Exact match on page 64.
234,2019-04-16_r05,2019-04-16_r05_ESPECIAL.pdf,81,Sr. Rozas,Sr. Rozas.-,yes,yes,same-paragraph,none,high,Usted no vio que yo miré hacia la bancada justicialista.,"Exact match on page 81, followed by ""(Risas.)"" within the same turn."
235,2019-05-22_r06,2019-05-22_r06_ESPECIAL.pdf,13,"Sr. Martínez, Julio César","Sr. Martínez, Julio César.-",yes,yes,same-paragraph,none,high,Simplemente les agradezco a todos y les pido que se reconozca a esta norma,Exact match on page 13.
236,2019-05-22_r06,2019-05-22_r06_ESPECIAL.pdf,15,Sra. Presidente (Michetti),Sra. Presidente (Michetti).-,yes,yes,same-paragraph,none,high,Aprobado con despacho.,"""Aprobado con despacho."" is the entire turn, at the bottom of page 15."
237,2019-09-18_r08,2019-09-18_r08_ESPECIAL.pdf,37,Sr. Rodríguez Saá,Sr. Rodríguez Saá.-,yes,yes,same-paragraph,none,high,"Gracias, presidente. Voy a ser muy breve. Estamos prorrogando una política vigente desde 2002.",Exact match on page 37.
238,2019-11-13_r09,2019-11-13_r09_ESPECIAL.pdf,17,Sra. Rodríguez Machado,Sra. Rodríguez Machado.-,yes,yes,same-paragraph,none,high,"Gracias, presidenta. La verdad que no creo que haya un solo legislador, un solo",Exact match on page 17.
239,2019-11-27_r10,2019-11-27_r10_ESPECIAL.pdf,9,Sra. Presidente (Michetti),Sra. Presidente (Michetti).-,yes,yes,same-paragraph,none,high,Aprobado.,"""Aprobado."" is the whole turn on page 9, following the vote on Orden del Día N 527; a similarly worded ""Resulta aprobada por unanimidad."" appears earlier on the same page but is a different phrase from a different speaker (the secretary), so no true ambiguity."
240,2019-12-10_r00,2019-12-10_r00_ASAMBLEA.pdf,23,Sr. Presidente de la Nación,Sr. Presidente de la Nación.-,yes,yes,earlier-page,none,high,"Quiero ponerme al frente de sus demandas. Buscaremos reducir, a través de diversos instrumentos,","Long presidential address begun on page 10 with the label ""Sr. Presidente de la Nación.-""; no new speaker label appears anywhere on pages 22 or 23, so that label still governs the quoted words on page 23."
241,2020-02-05_r12,05-02-2020_ESPECIAL_EXTRAORDINARIA.pdf,9,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Pasan a la Comisión de Acuerdos para su tratamiento.,"Quote is the second sentence of the Presidenta's turn, right after she lists the ambassador nomination expedientes; label and quote are in the same paragraph on page 9."
242,2020-03-12_r02,12-03-2020_ESPECIAL.pdf,10,Sr. Parrilli,Sr. Parrilli.-,yes,yes,same-paragraph,none,high,Sí…,"""Sí…"" is the whole turn, immediately after the label, on page 10."
243,2020-03-12_r02,12-03-2020_ESPECIAL.pdf,16,Sra. Giacoppo,Sra. Giacoppo.-,yes,yes,same-paragraph,none,high,"Planteo una cuestión de privilegio, porque la única senadora que responde al pedido de","Quote opens Giacoppo's turn on page 16, directly after her label."
244,2020-05-13_r03,13-05-2020_ESPECIAL.pdf,54,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,"Gracias, señora senadora. Tiene la palabra el senador Parrilli.","Exact phrase ""Gracias, señora senadora. Tiene la palabra el senador Parrilli."" appears directly after the Presidenta's label on page 54."
245,2020-07-23_r09,23-07-2020_ESPECIAL.pdf,23,Sr. Secretario (Fuentes),Sr. Secretario (Fuentes).-,yes,yes,same-paragraph,none,high,Expediente CD.- 98/19. Proyecto de ley en revisión que declara de interés nacional la,"Quote is the start of the Secretary's reading of the expediente CD.-98/19, on page 23, directly after his label."
246,2020-07-30_r10,30-07-2020_ESPECIAL.pdf,76,Sr. Basualdo,Sr. Basualdo.-,yes,yes,same-paragraph,none,high,"Gracias, señora presidenta. La verdad es que hoy estamos todos orgullosos de poder votar","Quote opens Basualdo's turn on page 76, directly after his label."
247,2020-09-03_r13,03-09-2020_ESPECIAL.pdf,10,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,Pasa a la Comisión de Asuntos Constitucionales.,"""Pasa a la Comisión de Asuntos Constitucionales."" is the whole turn on page 10, directly after the label."
248,2020-10-07_r16,07-10-2020_INFORMATIVA_ESPECIAL.pdf,22,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,medium,"Termine, senadora Giacoppo.","The exact phrase ""Termine, senadora Giacoppo."" appears TWICE on page 22 (once after Nancy González's interruption, once after Giacoppo continues speaking), both times spoken by the same presiding officer, so the speaker attribution is unambiguous even though the quote itself is not unique on the page."
249,2020-10-08_r17,08-10-2020_ESPECIAL.pdf,88,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,Para dejar constancia en la versión taquigráfica que el sistema funciona y fue acordado,"Quote opens the Presidenta's turn on page 88, directly after her label, responding to senator Bullrich's remarks about voting from his office."
250,2020-11-05_r21,05-11-2020_ESPECIAL.pdf,68,Sr. Prosecretario (Tunessi),Sr. Prosecretario (Tunessi).-,yes,approx,same-paragraph,none,medium,¿Quién? ¿Schiavoni?... Snopek: ausente. Solari Quintana: ausente. Tagliaferri: afirmativo. Taiana: afirmativo. Tapia: afirmativo. Uñac:,"Only the opening of the quote, ""¿Quién? ¿Schiavoni?... Snopek: ausente. Solari Quintana: ausente."", is visible on the supplied page-68 image, printed directly after the Prosecretario's label as part of his reading of the roll-call vote; the remainder of the quoted string (""Tagliaferri... Taiana... Tapia... Uñac:"") is not visible on this page image (it would continue the same alphabetical roll call, presumably on the following page, not supplied). The visible portion is unambiguously governed by Sr. Prosecretario (Tunessi)."
251,2020-11-27_r24,27-11-2020_ESPECIAL.pdf,113,Sra. Giménez,"AMBIGUOUS -- appears twice on page 113: ""Sra. Giménez.- Afirmativo, señor secretario."" and, several lines later, ""Sra. Mirkin.- Afirmativo, señor secretario.""",yes,yes,same-paragraph,none,low,"Afirmativo, señor secretario.","The same words are spoken by two senators on this page. The reader found both printed labels and their order; the parser records the two turns in that same order, so both are confirmed by position, not by a unique quotation. The generic phrase ""Afirmativo, señor secretario."" is a stock roll-call response and appears twice on the supplied page, said by two different senators (Giménez, then Mirkin), each time as the whole of their turn, immediately after their own label. Cannot determine from the quote alone which occurrence is intended."
252,2020-11-27_r24,27-11-2020_ESPECIAL.pdf,113,Sra. Mirkin,"AMBIGUOUS -- appears twice on page 113: ""Sra. Giménez.- Afirmativo, señor secretario."" and, several lines later, ""Sra. Mirkin.- Afirmativo, señor secretario.""",yes,yes,same-paragraph,none,low,"Afirmativo, señor secretario.","The same words are spoken by two senators on this page. The reader found both printed labels and their order; the parser records the two turns in that same order, so both are confirmed by position, not by a unique quotation. Identical case to CASE 251 (same sitting, same pages, same quoted words). The generic phrase ""Afirmativo, señor secretario."" appears twice on the supplied page, said by two different senators (Giménez, then Mirkin), each time as the whole of their turn, immediately after their own label. Cannot determine from the quote alone which occurrence is intended."
253,2021-02-04_r29,04-02-2021_EXTRAORDINARIA.pdf,29,Sra. Crexell,Sra. Crexell.-,yes,yes,same-paragraph,none,high,"Sí, también voy a votar en contra del Orden del Día 726; el resto,",Label directly opens the sentence containing the quoted words on page 29.
254,2021-02-04_r29,04-02-2021_EXTRAORDINARIA.pdf,48,Sr. Parrilli,Sr. Parrilli.-,yes,yes,same-paragraph,none,high,"Simplemente, una interrupción para mencionarle que en 1915 se crea en los Estados Unidos","Label directly opens the sentence containing the quoted words on page 48, right after a ""Manifestaciones simultáneas."" stenographer note."
255,2021-02-24_r30,24-02-2021_EXTRAORDINARIA.pdf,70,Sra. Giménez,Sra. Giménez.-,yes,yes,same-paragraph,none,high,"Gracias, señora presidenta. Voy a solicitar autorización para leer algunos datos. De lo que",Label directly opens the sentence containing the quoted words on page 70.
256,2021-04-08_r04,08-04-2021_ESPECIAL.pdf,66,Sr. Presidente (Closs),Sr. Presidente (Closs).-,yes,yes,same-paragraph,none,high,Yo la escucho perfecto. Sí. Adelante.,Label directly opens the sentence containing the quoted words on page 66.
257,2021-05-20_r06,20-05-2021_ESPECIAL.pdf,10,Sr. Parrilli,Sr. Parrilli.-,yes,yes,same-paragraph,none,high,Presidenta: muchas gracias. Simplemente quiero adherir a las palabras del compañero Jorge Taiana y,Label directly opens the sentence containing the quoted words on page 10.
258,2021-07-15_r10,15-07-2021_ESPECIAL.pdf,59,Sr. Secretario (Fuentes),Sr. Secretario (Fuentes).-,yes,yes,same-paragraph,none,high,Mayans: afirmativo. Senador Schiavoni: ¿su voto?,"This is a roll-call vote reading on page 59; the label opens ""Mayans: afirmativo."" and the following indented line ""Senador Schiavoni: ¿su voto?"" continues within the same secretary turn, no new label intervening."
259,2021-07-15_r10,15-07-2021_ESPECIAL.pdf,167,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Se cierra la votación.,Label directly opens the sentence containing the quoted words on page 167.
260,2021-08-19_r11,19-08-2021_ESPECIAL.pdf,23,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Tiene la palabra para un homenaje senadora Durango.,"A section heading ""8. Homenajes (Continuación.)"" precedes the label as a separate heading, not inside the paragraph itself; label directly opens the quoted sentence."
261,2021-08-19_r11,19-08-2021_ESPECIAL.pdf,91,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Silencio, por favor. Quedan dos minutos, quince segundos, señora senadora Rodríguez Machado.",Label directly opens the sentence containing the quoted words at the bottom of page 91.
262,2021-10-06_r12,06-10-2021_ESPECIAL.pdf,61,Sr. Mayans,Sr. Mayans.-,yes,yes,same-paragraph,none,high,"No, no… ¿Por qué no funciona mi micrófono?",Label directly opens the sentence containing the quoted words on page 61.
