case,session,source_file,page,parser_speaker,blind_read_label,agree,opening_words,which_occurrence,reader_notes
h212,2000-08-23_r46,2000-08-23_r46_ORDINARIA.html,,Sr. Genoud,Sr. Genoud . --,yes,"Dice ""las versiones que...""",,Printed with a stray space before the period; Genoud speaks here from the floor while someone else chairs
h213,2000-08-30_r47,2000-08-30_r47_ORDINARIA.html,,Sr. Losada,Sr. Losada. --,yes,"Señor presidente: como estamos tratando las solicitudes de preferencias, quiero efectuar un pedido con relación al orden del día 179, respecto del cual no sé por qué razón no está",,
h214,2000-09-13_r51,2000-09-13_r51_ORDINARIA.html,,Sr. Secretario (Pontaquarto),Sr. Secretario (Pontaquarto). --,yes,(Lee:),34 of 127,
h215,2000-09-13_r51,2000-09-13_r51_ORDINARIA.html,,Sr. Secretario (Pontaquarto),Sr. Secretario (Pontaquarto). --,yes,(Lee:),96 of 127,
h216,2000-09-13_r51,2000-09-13_r51_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,En consideración en general. Tiene la palabra el señor senador Molinari Romero.,,"Label inside the bold run opened by the heading ""Orden del Día Nº 810"""
h217,2000-09-13_r51,2000-09-13_r51_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,"Bueno, hubo una modificación al proyecto. (Risas.)",,Closing bold marker falls before the dashes: **Sr. Presidente **(Genoud). --
h218,2000-09-27_r53,2000-09-27_r53_ORDINARIA.html,,Sr. Secretario (Pontaquarto),Sr. Secretario (Pontaquarto). --,yes,(Lee:),2 of 5,
h219,2000-09-27_r53,2000-09-27_r53_ORDINARIA.html,,Sr. Rodríguez Saá,Sr. Rodríguez Saá. --,yes,Cómo no.,2 of 2,
h220,2000-09-27_r53,2000-09-27_r53_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,Tiene la palabra el senador Alasino para una cuestión técnica. A ver si la puedo evacuar por anticipado...,,
h221,2000-09-27_r53,2000-09-27_r53_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,"Veamos si los bloques hacen un esfuerzo para votar, aunque más no sea la preferencia para la semana próxima. Tiene la palabra el señor senador Moreau.",,
h222,2000-10-04_r55,2000-10-04_r55_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,Solicita la incorporación de un pedido de tratamiento sobre tablas al plan de labor parlamentaria.,,
h223,2000-10-18_r58,2000-10-18_r58_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Queda aceptada la renuncia del señor secretario Parlamentario a partir del 1 de noviembre.,,Speech resumes after the stenographer's note -- La votación resulta afirmativa.
h224,2000-10-18_r58,2000-10-18_r58_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"Tiene la palabra el señor senador Gioja, bloque Justicialista.",,"Label inside the bold run holding section number 4 and its title ""Designación del señor secretario parlamentario"""
h225,2000-10-18_r58,2000-10-18_r58_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"Ya se han dado las instrucciones, señor senador.",,
h226,2000-10-25_r59,2000-10-25_r59_ORDINARIA.html,,Sr. Presidente (Cafiero),Sr. Presidente (Cafiero). --,yes,"Corresponde considerar el dictamen de las comisiones de Obras Públicas, de Transportes y de Presupuesto y Hacienda en el proyecto de resolución del señor senador Maya por el que se",1 of 2,"Bold run is broken: the page prints ""**127 / Construcción de un camino entre Ibicuy y la ruta 12 / Sr. Presidente **(Cafiero)**. -- **"", i.e. the section number and title sit inside the same bold run as the label."
h227,2000-10-25_r59,2000-10-25_r59_ORDINARIA.html,,Sr. Presidente (Cafiero),Sr. Presidente (Cafiero). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",119 of 270,"Label printed as ""Sr. Presidente **(Cafiero). --"" with the bold opening back at the section number 131; the surname is outside the bold run."
h228,2000-10-25_r59,2000-10-25_r59_ORDINARIA.html,,Sr. Presidente (Cafiero),Sr. Presidente (Cafiero). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",141 of 270,Same broken bold as h227: bold opens at section number 154 and the label is only partly bolded.
h229,2000-10-25_r59,2000-10-25_r59_ORDINARIA.html,,Sr. Presidente (Cafiero),Sr. Presidente (Cafiero). --,yes,Queda aprobada la comunicación. Se procederá en consecuencia.,127 of 161,
h230,2000-11-15_r60,2000-11-15_r60_ORDINARIA.html,,Sr. Gioja,Sr. Gioja. --,yes,Señor presidente: que sea con despacho para la próxima sesión.,,
h231,2000-11-15_r60,2000-11-15_r60_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún). --,yes,(Lee:),10 of 128,"The passage is the ""( Lee :)"" note itself; it continues the secretary's turn, which begins ""Secretaría informa que por ser un evento vencido, pasa al archivo."""
h232,2000-11-15_r60,2000-11-15_r60_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",93 of 104,
h233,2000-11-15_r60,2000-11-15_r60_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Perdón. En la Secretaría no figura como parte del plan de labor parlamentaria.,,"Speech resumes after the note ""-- Varios señores senadores hablan a la vez."", same speaker."
h234,2000-11-15_r60,2000-11-15_r60_ORDINARIA.html,,Sr. Villaverde,Sr. Villaverde. --,yes,¿Por qué no lo votamos ahora?,,
h235,2000-11-22_r63,2000-11-22_r63_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",17 of 49,
h236,2000-11-22_r63,2000-11-22_r63_ORDINARIA.html,,Sr. León,Sr. León. --,yes,Señor presidente: solicito que se inserte un informe docente sobre la significación de la plaga del picudo algodonero.,,
h237,2000-11-22_r63,2000-11-22_r63_ORDINARIA.html,,Sr. Carbonell,Sr. Carbonell. --,yes,"Creo que más allá de las opiniones internas que podamos verter con criterio constructivo las fuerzas políticas argentinas respecto de la conducta pública de un funcionario --en este caso, de",,Carbonell's turn is interrupted by Maya's request and the president's question; the label immediately above the passage is Carbonell's own resumed turn.
h238,2000-11-29_r66,2000-11-29_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",20 of 42,"Page is damaged here: the Orden del Día heading prints as ""Orden del Día N 106"" (no º) followed by several empty bold runs before the label."
h239,2000-11-29_r66,2000-11-29_r66_ORDINARIA.html,,Sr. Verna,Sr. Verna. --,yes,"Señor presidente: desde el momento en que el artículo 10 establece la creación del ente Patagonia Alimento Ecológico, que funcionará como organismo autárquico en el ámbito de la Secretaría de",,"Printed with a stray space inside the bold run: ""**Sr. Verna . -- **""."
h240,2000-11-30_r67,2000-11-30_r67_ORDINARIA.html,,Sr. San Millán,Sr. San Millán. --,yes,"Se ha salteado el tratamiento del Orden del Día N° 1503, que se refiere a un proyecto de ley en revisión sobre prórroga del plazo de vencimiento para la solicitud",,
h241,2000-11-30_r67,2000-11-30_r67_ORDINARIA.html,,Sr. Yoma,Sr. Yoma. --,yes,"Señor presidente: siento un gran respeto por el señor senador Sáez. Justamente por el respeto que él nos merece, debo manifestar que no se puede votar un proyecto ""de favor"",",,
h242,2000-11-30_r67,2000-11-30_r67_ORDINARIA.html,,Sr. Presidente (Preto),Sr. Presidente (Preto). --,yes,Tiene la palabra el señor senador Galván.,1 of 3,"Preto is presiding here, while elsewhere in the same file (h240, h241) the president is Cafiero — the chair changes hands within the session."
h243,2000-12-07_r69,2000-12-07_r69_EXTRAORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"Ya se ha dado lectura a ese artículo, senador.",,
h244,2000-12-07_r69,2000-12-07_r69_EXTRAORDINARIA.html,,Sr. Maglietti,Sr. Maglietti. --,yes,"Señor presidente: voy a apoyar la derogación del artículo 42, porque interpreto que es prácticamente inaplicable. El problema de los combustibles que existe con relación a los subsidios es un",,"Maglietti first appears just above with ""Pido la palabra."" as a separate short turn; the label directly above the passage is his second one."
h245,2000-12-07_r69,2000-12-07_r69_EXTRAORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"Atento a lo solicitado, se va a votar nuevamente el artículo propuesto.",,
h246,2000-12-20_r70,2000-12-20_r70_EXTRAORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Continúa en el uso de la palabra el señor senador Vaquir.,,
h247,2000-12-21_r71,2000-12-21_r71_EXTRAORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Corresponde considerar el dictamen de la Comisión de Cultura en el proyecto de declaración del señor senador de la Rosa por el que se expresa beneplácito por el otorgamiento a,,"Label printed as ""Sr. Presidente** (Losada). --"" — the bold closes after ""Presidente"" and the surname falls outside it; the bold run began at the section number 26."
h248,2000-12-21_r71,2000-12-21_r71_EXTRAORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Queda aprobada la declaración. Se procederá en consecuencia.,8 of 23,
h249,2000-12-21_r71,2000-12-21_r71_EXTRAORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Queda aprobada la declaración. Se procederá en consecuencia.,16 of 23,
h250,2001-02-21_r01,2001-02-21_r01_PREPARATORIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"Si no se hace uso de la palabra, se va a votar la moción formulada por el señor senador Preto.",,
h251,2001-03-07_r02,2001-03-07_r02_ORDINARIA.html,,Sr. Genoud,Sr. Genoud. --,yes,"Señor presidente: estos dos proyectos tienen una gran importancia, por lo tanto creo que deberían girarse a las comisiones de Agricultura y Ganadería, de Asistencia Social y Salud Pública y",,
h252,2001-03-07_r02,2001-03-07_r02_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",38 of 75,"Label sits right after the heading 'Orden del Día Nº 1656'; the bold run opens at the heading and closes just before '(Menem)', so 'Sr. Presidente' and the heading share one bold span."
h253,2001-03-07_r02,2001-03-07_r02_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem). --,yes,Queda aprobada la resolución. Se comunicará a la Honorable Cámara de Diputados.,3 of 9,
h254,2001-03-14_r06,2001-03-14_r06_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem). --,yes,Queda definitivamente sancionado el proyecto de ley. Se harán las comunicaciones correspondientes.,1 of 4,Bold is split oddly: '**Sr. Presidente** (Menem).** --**'.
h255,2001-03-14_r06,2001-03-14_r06_ORDINARIA.html,,Sr. Agúndez,Sr. Agúndez. --,yes,"Señor presidente: sin entrar a valorar el proyecto del señor senador Menem, creemos que el presidente de la Nación es quien tiene a su cargo la política exterior. Ahora bien,",,
h256,2001-03-23_r12,2001-03-23_r12_ORDINARIA.html,,Sr. Gagliardi,Sr. Gagliardi. --,yes,"Era un lindo slogan que quizás alguna vez fue realidad; pero hoy no lo es. Y si seguimos discutiendo sobre la base de pases de facturas estériles, vamos a terminar",,Short interjection by Sr. Cafiero immediately above; the passage is Gagliardi resuming.
h257,2001-03-23_r12,2001-03-23_r12_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Señora senadora: el señor senador Corach le solicita una interrupción. ¿Se la concede?,,
h258,2001-03-23_r12,2001-03-23_r12_ORDINARIA.html,,Sr. Del Piero,Sr. Del Piero. --,yes,"Sí, señor presidente.",2 of 2,
h259,2001-03-28_r13,2001-03-28_r13_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,La Presidencia solicita a los señores senadores se sirvan escuchar al orador.,,
h260,2001-03-28_r13,2001-03-28_r13_ORDINARIA.html,,Sr. Alasino,Sr. Alasino. --,yes,"Señor presidente: con respecto a este artículo, hicimos un minucioso estudio de la lista que aparece en Internet de organismos descentralizados y autárquicos. Así, nos encontramos con el caso del",,
h261,2001-03-28_r13,2001-03-28_r13_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"Si no se hace uso de la palabra, se va a votar el inciso b), apartado II, artículo 1.",,
h262,2001-03-28_r13,2001-03-28_r13_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"Tiene la palabra el señor senador Carbonell; pero como me indica que es para referirse al artículo 8, queda en uso de la palabra el señor senador Del Piero y,",,
h263,2001-03-28_r13,2001-03-28_r13_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"En primer lugar, la Presidencia tiene que someter a votación la moción formulada por el señor senador Tell. Si el senador Tell no retira su moción es lo que corresponde",,
h264,2001-03-28_r13,2001-03-28_r13_ORDINARIA.html,,Sr. Tell,Sr. Tell. --,yes,Señor presidente: con cuatro votos no puede haber mayoría...,,
h265,2001-04-04_r14,2001-04-04_r14_ORDINARIA.html,,Sr. Molinari Romero,Sr. Molinari Romero . --,yes,Pido la palabra.,1 of 16,"Printed with a stray space before the period. The bold run here opens back at the section heading '1 Manifestaciones en minoría' and closes after the dash, so the label itself is not separately bolded; it is the first label in the file, after the long contents list."
h266,2001-04-04_r14,2001-04-04_r14_ORDINARIA.html,,Sr. Presidente (Sapag),Sr. Presidente (Sapag). --,yes,Queda reservado.,3 of 3,
h267,2001-04-04_r14,2001-04-04_r14_ORDINARIA.html,,Sr. Presidente (Sapag),Sr. Presidente (Sapag). --,yes,Queda aprobada la comunicación. Se procederá en consecuencia.,6 of 24,
h268,2001-04-04_r14,2001-04-04_r14_ORDINARIA.html,,Sr. Presidente (Sapag),Sr. Presidente (Sapag). --,yes,Corresponde considerar el dictamen de la Comisión de Interior y Justicia en el proyecto de declaración del señor senador Romero por el que se adhiere al Día Nacional de la,,Bold opens at the section heading above and closes just before '(Sapag)'.
h269,2001-04-04_r14,2001-04-04_r14_ORDINARIA.html,,Sr. Presidente (Sapag),Sr. Presidente (Sapag). --,yes,Queda aprobada la comunicación. Se procederá en consecuencia.,19 of 24,
h270,2001-04-04_r14,2001-04-04_r14_ORDINARIA.html,,Sr. Presidente (Sapag),Sr. Presidente (Sapag). --,yes,Corresponde constituir la Cámara en comisión para formular dictamen y designar autoridades.,,Same straddling bold: the run starts at the heading 'Constitución de la Cámara en comisión'.
h271,2001-04-18_r18,2001-04-18_r18_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún).--,yes,Secretaría informa que este proyecto fue aprobado en general en la sesión del 4 de abril. Solamente falta el tratamiento en particular. (Lee:),,"Printed with no space before the dash. The passage itself contains '(Lee:)', which is a note, not a speaker."
h272,2001-04-18_r18,2001-04-18_r18_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Se procederá en consecuencia.,2 of 37,"The passage starts mid-turn: the sentence before it, 'Queda aprobada la comunicación.', belongs to the same presidential turn."
h273,2001-04-18_r18,2001-04-18_r18_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"En consideración el tratamiento sobre tablas. Si no se hace uso de la palabra, se va a votar.",,
h274,2001-05-03_r24,2001-05-03_r24_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"A usted le consta que no ha variado, ni mucho menos. La Presidencia desea someter la cuestión a votación, toda vez que coincide con el planteo del señor senador Cafiero",,
h275,2001-05-03_r24,2001-05-03_r24_ORDINARIA.html,,Sr. García Arecha,Sr. García Arecha. --,yes,Señor presidente: oportunamente el senador Corach trajo a este recinto el tema de la Comisión Bicameral de Seguimiento de la Autonomía de la Ciudad de Buenos Aires. Yo solicité que,,
h276,2001-05-09_r28,2001-05-09_r28_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Tiene la palabra el señor senador Yoma.,1 of 4,"Bold run breaks mid-label: ""**Sr. Presidente **(Losada)**. --**"""
h277,2001-05-09_r32,2001-05-09_r32_ESPECIAL.html,,Sr. Gioja,Sr. Gioja. --,yes,"Le agradezco, señor senador.",,Gioja's turn is one line; he is interrupting Maya
h278,2001-05-16_r33,2001-05-16_r33_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem). --,yes,Tiene la palabra el señor senador Gioja.,1 of 3,"Just above, ""Sr. Yoma. --"" is printed with no bold at all, unlike every other label on the page; the round's sheet named occurrence 1 of 3 of a count that included matches inside other words and lines of the contents list; both are fixed, and this row records the turn the reader was actually sent to"
h279,2001-05-23_r35,2001-05-23_r35_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"Para una manifestación en minoría, tiene la palabra el señor senador Vaquir.",,
h280,2001-05-23_r35,2001-05-23_r35_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"Si los señores senadores toman asiento, creo que tenemos quórum. Tiene la palabra el señor senador García Arecha.",,
h281,2001-05-30_r36,2001-05-30_r36_ORDINARIA.html,,Sr. Carbonell,Sr. Carbonell. --,yes,Pido la palabra.,4 of 11,"One-line turn (""Pido la palabra."") between two other speakers"
h282,2001-05-30_r36,2001-05-30_r36_ORDINARIA.html,,Sr. Presidente (León),Sr. Presidente (León). --,yes,En consideración la moción formulada por el señor senador Carbonell.,,
h283,2001-05-30_r36,2001-05-30_r36_ORDINARIA.html,,Sr. Presidente (León),Sr. Presidente (León). --,yes,Tiene la palabra el señor senador por Tucumán.,6 of 10,"Label is two paragraphs above; an ordinary paragraph of the same turn sits between; the round's sheet named occurrence 6 of 10 of a count that included matches inside other words and lines of the contents list; both are fixed, and this row records the turn the reader was actually sent to"
h284,2001-06-13_r38,2001-06-13_r38_ORDINARIA.html,,Sr. Sala,Sr. Sala. --,yes,Ya lo mandé a buscar.,,
h285,2001-06-13_r38,2001-06-13_r38_ORDINARIA.html,,Sr. Corach,Sr. Corach. --,yes,Señor presidente: no entiendo con claridad si la propuesta formulada por el señor senador Agúndez consiste en postergar el tratamiento sobre tablas del proyecto de ley en revisión sobre ampliación,,
h286,2001-06-13_r38,2001-06-13_r38_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",1 of 112,
h287,2001-06-13_r38,2001-06-13_r38_ORDINARIA.html,,Sra. Negre de Alonso,Sra. Negre de Alonso. --,yes,"Señor presidente: en nombre del bloque Frente Justicialista para el Cambio apoyo la designación del señor senador Vaquir. Por otra parte, considerando el poco tiempo que los dos integrantes de",,
h288,2001-06-13_r38,2001-06-13_r38_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"Corresponde considerar el dictamen de la Comisión de Acuerdos en el mensaje del Poder Ejecutivo por el que se solicita acuerdo para designar embajador extraordinario y plenipotenciario categoría A, a",,"Bold run opens at the section heading (""12 Embajador extraordinario..."") and closes inside the label, so heading and label share one bold run"
h289,2001-06-13_r38,2001-06-13_r38_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",7 of 112,
h290,2001-06-13_r38,2001-06-13_r38_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",52 of 112,"Same merged bold run: it opens at ""Orden del Día Nº 368"" and closes after ""Sr. Presidente"""
h291,2001-06-13_r38,2001-06-13_r38_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",62 of 112,"Same merged bold run, opening at ""Orden del Día Nº 378"""
h292,2001-06-13_r38,2001-06-13_r38_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem). --,yes,Queda aprobada la declaración. Se procederá en consecuencia.,21 of 35,
h293,2001-06-13_r38,2001-06-13_r38_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Tiene la palabra el señor senador Molinari Romero.,2 of 3,
h294,2001-06-20_r41,2001-06-20_r41_ORDINARIA.html,,Sr. Verna,Sr. Verna. --,yes,"Señor presidente: cuando los países y quienes son responsables del manejo económico necesitan modificar el rumbo de la economía utilizan algunas herramientas. Ellas son la política fiscal, la política arancelaria,",,
h295,2001-06-27_r43,2001-06-27_r43_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún). --,yes,(Lee:),2 of 57,Passage is the note (Lee:) itself; the label directly above it is the secretary
h296,2001-06-27_r43,2001-06-27_r43_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem). --,yes,"Es acertada la observación del señor senador, sobre todo teniendo en cuenta que estamos considerando un plan de labor que fue acordado hace pocas horas, y no ayer. Si no",,
h297,2001-06-27_r43,2001-06-27_r43_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",16 of 37,"Merged bold run opening at ""Orden del Día Nº 472"""
h298,2001-06-27_r43,2001-06-27_r43_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem). --,yes,Por Secretaría se dará lectura.,4 of 52,"Merged bold run opening at the section heading ""Defensor público oficial adjunto...""; the round's sheet named occurrence 4 of 52 of a count that included matches inside other words and lines of the contents list; both are fixed, and this row records the turn the reader was actually sent to"
h299,2001-07-25_r48,2001-07-25_r48_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Tiene la palabra el señor senador Romero Feris.,1 of 2,
h300,2001-07-25_r48,2001-07-25_r48_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Queda aprobada la comunicación. Se procederá en consecuencia.,4 of 7,
h301,2001-07-29_r49,2001-07-29_r49_ESPECIAL.html,,Sr. Pruyas,Sr. Pruyas. --,yes,Que se deje constancia de mi voto en contra.,,"Last of a run of one-line negative-vote statements, each with its own bold label."
h302,2001-07-29_r49,2001-07-29_r49_ESPECIAL.html,,Sr. Sala,Sr. Sala. --,yes,Señor presidente: pido que quede constancia de mi voto negativo.,,Label printed as **Sr. Sala.** -- (the dash falls outside the bold run); president had just given him the floor.
h303,2001-08-08_r50,2001-08-08_r50_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Por Secretaría se hizo llegar la lista de asuntos entrados. Corresponde que los señores senadores formulen al respecto las consideraciones que estimen pertinentes.,,"Label sits inside the section heading block '6 Asuntos Entrados'; the bold run opens at the heading number, not at the label."
h304,2001-08-08_r50,2001-08-08_r50_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Corresponde considerar el dictamen de la Comisión de Asistencia Social y Salud Pública en el proyecto de resolución del señor senador Vaquir por el que se declara de interés parlamentario,,Label inside heading block '60 V Jornadas de Salud Ocupacional'; bold opens at the heading.
h305,2001-08-08_r50,2001-08-08_r50_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem). --,yes,Corresponde considerar si se trata sobre tablas el proyecto de declaración del señor senador Cafiero y otros señores senadores por el que se manifiesta un enérgico rechazo a los anuncios,,"Label inside heading block '106 Rechazo de medidas de proteccion'; chair is Menem in this stretch, Losada earlier in the same file."
h306,2001-08-15_r54,2001-08-15_r54_ORDINARIA.html,,Sr. Menem,Sr. Menem. --,yes,"Cómo no, señor presidente.",,"He resumes after the president offers him an interruption; short reply, one line."
h307,2001-08-15_r54,2001-08-15_r54_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Nuevamente no hay quórum. Pido a los señores senadores que tomen asiento.,,
h308,2001-08-15_r54,2001-08-15_r54_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"Corresponde considerar el dictamen de las comisiones de Agricultura y Ganadería, de Ecología y Desarrollo Humano, de Asistencia Social y Salud Pública y de Asuntos Penales y Regímenes Carcelarios en",,Label inside heading block '26 Control de productos fitosanitarios'.
h309,2001-08-29_r57,2001-08-29_r57_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,La Presidencia informa que obra sobre las bancas el plan de labor aprobado en la reunión de presidentes de bloque celebrada hoy.,,
h310,2001-08-29_r57,2001-08-29_r57_ORDINARIA.html,,Sr. Villaverde,Sr. Villaverde. --,yes,"...el señor senador por Córdoba, ni como hombre del justicialismo. Quizá hable con una impronta de intendente, porque lo que expresó el senador por Córdoba, seguramente no lo hubieran expresado",,Resumes after a one-word interjection by Sr. Angeloz ('Yo.').
h311,2001-08-29_r57,2001-08-29_r57_ORDINARIA.html,,Sr. Molinari Romero,Sr. Molinari Romero. --,yes,Señor presidente: casi me parece un sueño lo que estamos viviendo. Creo que ninguno de nosotros imaginó que en esta sesión --en la que tenemos temas como este y otros,,Printed **Sr. Molinari Romero.** -- ; follows a long crossfire of one-line exchanges between the president and Sr. Yoma.
h312,2001-08-29_r57,2001-08-29_r57_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,En consideración en general.,2 of 8,Label inside the inserted-text heading 'Expediente CD 28/01'.
h313,2001-09-04_r60,2001-09-04_r60_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Queda aprobada la resolución. Se procederá en consecuencia.,2 of 4,
h314,2001-09-04_r60,2001-09-04_r60_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Queda aprobada la declaración. Se procederá en consecuencia.,3 of 18,
h315,2001-09-04_r60,2001-09-04_r60_ORDINARIA.html,,Sr. García Arecha,Sr. García Arecha. --,yes,Pido la palabra.,11 of 26,
h316,2001-09-04_r60,2001-09-04_r60_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Tiene la palabra el señor senador García Arecha.,9 of 9,
h317,2001-09-18_r64,2001-09-18_r64_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,En consideración la moción de preferencia. Tiene la palabra el señor senador Branda.,,Label printed 'Sr. Presidente **(Losada)**. -- **' with the bold run continuing into the speech.
h318,2001-09-18_r64,2001-09-18_r64_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",6 of 76,Chair is Menem here; Losada chairs other parts of the same file.
h319,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Por Secretaría se continuará dando cuenta de los asuntos entrados.,2 of 2,"Bold markup is ragged here: 'Sr. Presidente** (Losada)**. -- **', bold opening at the heading '9 Asuntos entrados (continuacion)'."
h320,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Queda aprobada la resolución. Se harán las comunicaciones correspondientes.,5 of 10,
h321,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",18 of 105,
h322,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Corresponde considerar el dictamen de la Comisión Parlamentaria Mixta Revisora de Cuentas de la Administración en el expediente Oficiales Varios 114/2000 mediante el cual la Auditoría General de la Nación,,Label inside heading block '63 Saneamiento Ambiental ... Rio Reconquista'.
h323,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",30 of 105,Label inside heading block '54 Homenaje al teniente general Pedernera'.
