case,session,source_file,page,parser_speaker,blind_read_label,agree,opening_words,which_occurrence,reader_notes
g260,2002-01-23_r82,2002-01-23_r82_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún),yes,"(Lee:) ""Capítulo III. De la deuda del sector privado e hipotecario. Artículo 15: Las entidades financieras regidas por la ley 21.526 y complementarias gozarán de un plazo de 90 días",,
g261,2002-01-23_r82,2002-01-23_r82_ORDINARIA.html,,Sra. Negre de Alonso,Sra. Negre de Alonso,yes,"Señor presidente: en la última parte, en base a lo que planteó el señor senador Gómez Diez, queremos proponerle al cuerpo la siguiente redacción: ""Serán nulos todos los actos de",,
g262,2002-03-05_r02,2002-03-05_r02_ESPECIAL.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Tiene la palabra el señor senador Cafiero.,,
g263,2002-03-14_r03,2002-03-14_r03_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias),yes,Queda aprobada la resolución. Se procederá en consecuencia.,3 of 8,
g264,2002-03-14_r03,2002-03-14_r03_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias),yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",16 of 36,
g265,2002-03-14_r03,2002-03-14_r03_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias),yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",35 of 36,
g266,2002-03-14_r03,2002-03-14_r03_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias),yes,Tiene la palabra el señor senador Yoma. No sé si está presente.,,
g267,2002-03-14_r03,2002-03-14_r03_ORDINARIA.html,,Sra. Halak,Sra. Halak,yes,Señor presidente: trataré de ser breve ya que siento la presión de las miradas apurándome. De nada sirve que lloremos sobre la leche derramada. Estamos en esta situación porque desgraciadamente,,
g268,2002-04-04_r04,2002-04-04_r04_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Tiene la palabra la señora senadora Müller.,,
g269,2002-04-11_r06,2002-04-11_r06_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Se va a votar el pedido de inserción solicitado por la senadora Müller.,,
g270,2002-04-11_r06,2002-04-11_r06_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Corresponde considerar si se trata sobre tablas el proyecto de declaración del señor senador Gioja por el que se declara de interés educativo y cultural la muestra conmemorativa del centenario,,
g271,2002-04-24_r07,2002-04-24_r07_ESPECIAL.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Queda aprobado en general y en particular. Pasará a la Cámara de Diputados para su consideración. Tiene la palabra el señor senador Gioja.,,
g272,2002-05-08_r08,2002-05-08_r08_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,"Corresponde considerar el dictamen de las comisiones de Presupuesto y Hacienda, de Legislación General y de Asuntos Administrativos y Municipales en el proyecto de comunicación de la señora senadora Paz",,
g273,2002-05-08_r08,2002-05-08_r08_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,En consideración el artículo 1. Los que estén por la afirmativa sírvanse expresarlo.,,
g274,2002-05-23_r11,2002-05-23_r11_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,"En consideración. Si no se hace uso de la palabra, se va a votar la moción formulada por el señor senador Walter.",,
g275,2002-05-30_r13,2002-05-30_r13_ORDINARIA.html,,Sr. Passo,Sr. Passo,yes,"¿Puedo continuar, señor presidente?",,
g276,2002-05-30_r13,2002-05-30_r13_ORDINARIA.html,,Sr. Morales,Sr. Morales,yes,"Señor presidente: estamos nuevamente tratando la propuesta de derogación de la ley de subversión económica, que es ciertamente una ley emblemática, porque tiene que ver con el ""corralito"" y con",,
g277,2002-05-30_r13,2002-05-30_r13_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,"Por favor, silencio.",,
g278,2002-06-12_r14,2002-06-12_r14_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Corresponde considerar el dictamen de la Comisión de Presupuesto y Hacienda en el proyecto de comunicación del señor senador Gioja por el que se solicita un subsidio para la Escuela,,
g279,2002-08-01_r17,2002-08-01_r17_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,"Voy a tratar de poner orden en el tema, porque yo había puesto en consideración el plan de labor, la señora senadora Fernández de Kirchner pidió agregar un tema y",,
g280,2002-08-01_r17,2002-08-01_r17_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,"Corresponde considerar el dictamen de la Comisión de Presupuesto y Hacienda en el proyecto de resolución del señor senador Gallia y otros señores senadores, por el que se dispone regularizar",,
g281,2002-08-01_r17,2002-08-01_r17_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Tiene la palabra el señor senador Capitanich.,3 of 6,
g282,2002-08-01_r17,2002-08-01_r17_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias),yes,"Señor senador Baglini, la senadora Fernández de Kirchner le solicita una interrupción. ¿Se la concede?",,
g283,2002-08-01_r17,2002-08-01_r17_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias),yes,Corresponde considerar la preferencia a solicitar para el proyecto de ley de la señora senadora Curletti y otros señores senadores por el que se crean los certificados de existencia de,,
g284,2002-08-15_r19,2002-08-15_r19_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Queda aprobada la comunicación. Se procederá en consecuencia.,4 of 26,
g285,2002-08-15_r19,2002-08-15_r19_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Corresponde considerar el dictamen de la Comisión de Asuntos Constitucionales en el proyecto de ley del señor senador Maqueda y otros señores senadores por el que se reforma del Código,,
g286,2002-08-15_r19,2002-08-15_r19_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,¿Es sobre este tema?,,
g287,2002-08-15_r19,2002-08-15_r19_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Tiene la palabra el señor senador Morales.,4 of 5,
g288,2002-08-28_r21,2002-08-28_r21_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias),yes,Corresponde considerar el dictamen de la Comisión de Comunicaciones en el proyecto de resolución del señor senador Prades por el que se solicitan informes sobre la empresa Correo Argentino. Se,,
g289,2002-08-28_r21,2002-08-28_r21_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias),yes,Corresponde considerar el dictamen de la Comisión de Cultura en el proyecto de declaración de la señora senadora Perceval por el que se expresa beneplácito por el nombramiento de la,,
g290,2002-08-28_r21,2002-08-28_r21_ORDINARIA.html,,Sr. Walter,Sr. Walter,yes,"Señor presidente: como bien manifestaban quienes recién hicieron uso de la palabra, el proyecto sancionado por la Cámara de Diputados, y que viene en revisión a este cuerpo, propone prorrogar",,
g291,2002-09-04_r22,2002-09-04_r22_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias),yes,Tiene la palabra la señora senadora Bar.,,
g292,2002-09-04_r22,2002-09-04_r22_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias),yes,Señor senador Passo...,,
g293,2002-09-04_r22,2002-09-04_r22_ORDINARIA.html,,Sr. Presidente (Salvatori),Sr. Presidente (Salvatori),yes,Tiene la palabra la señora senadora Fernández de Kirchner.,3 of 3,
g294,2002-09-18_r24,2002-09-18_r24_ORDINARIA.html,,Sr. Menem,Sr. Menem,yes,"Señor presidente: tomo la última parte de la exposición del senador Baglini, como para ir ordenando el aspecto procesal. Yo diría que en este trabajo en comisión, más allá de",,
g295,2002-09-25_r25,2002-09-25_r25_ORDINARIA.html,,Sr. Cafiero,Sr. Cafiero,yes,Cómo no.,,
g296,2002-09-25_r25,2002-09-25_r25_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias),yes,"Corresponde considerar el tratamiento sobre tablas del dictamen, no impreso, de la Comisión de Defensa Nacional en el proyecto de declaración del señor senador Martí por el que se declara",,
g297,2002-10-02_r26,2002-10-02_r26_ESPECIAL.html,,Sra. Gómez de Bertone,Sra. Gómez de Bertone,yes,"Señor presidente: simplemente quiero hacerle una pregunta al señor jefe de Gabinete. En realidad, más que una pregunta quiero transmitirle una preocupación. Aquí se habló de las crisis del sector",,
g298,2002-10-23_r30,2002-10-23_r30_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Corresponde considerar el dictamen de las comisiones de Familia y Minoridad y de Relaciones Exteriores y Culto en el proyecto de resolución de la señora senadora Maza y otros señores,,
g299,2002-10-23_r30,2002-10-23_r30_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",77 of 162,
g300,2002-10-23_r30,2002-10-23_r30_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Queda aprobada la declaración. Se procederá en consecuencia.,43 of 75,
